pair_ID	sentence_A	sentence_B	entailment_label
6996	Two boys are wearing brown shirts and are tugging at a rope on a wooden platform	Two twin preteen boys are dueling with sticks	NEUTRAL
6997	An opponent is tackling a soccer player	A soccer player is being tackled by his opponent	ENTAILMENT
6998	There is no soccer player who is being tackled by an opponent	A soccer player is being tackled by his opponent	CONTRADICTION
6999	Some people playing rugby are tackling each other	Rugby players are tackling each other	ENTAILMENT
7000	Rugby players are not tackling each other	Rugby players are tackling each other	CONTRADICTION
7001	A soccer player is being tackled by his opponent	Some people playing rugby are tackling each other	NEUTRAL
7002	Rugby players are not tackling each other	A soccer player is being tackled by his opponent	NEUTRAL
7003	Rugby players are tackling each other	An opponent is tackling a soccer player	NEUTRAL
7004	There is no soccer player who is being tackled by an opponent	Rugby players are tackling each other	NEUTRAL
7005	A soccer player is being tackled by his opponent	Rugby players are tackling each other	NEUTRAL
7006	A dog, which is white, is standing on fallen leaves	A white dog is standing on fallen leaves	ENTAILMENT
7007	A white dog is standing on fallen leaves	A white dog is lying on fallen leaves	NEUTRAL
7008	A white dog is standing on the leaves on the ground	One white dog is standing on the leaves on the ground	ENTAILMENT
7009	There is no white dog standing on the leaves on the ground	A white dog is standing on the leaves on the ground	CONTRADICTION
7010	A white dog is standing on fallen leaves	One white dog is standing on the leaves on the ground	ENTAILMENT
7011	A white dog is standing on fallen leaves	There is no white dog standing on the leaves on the ground	CONTRADICTION
7012	A white dog is standing on the leaves on the ground	A dog, which is white, is standing on fallen leaves	ENTAILMENT
7013	A white dog is lying on fallen leaves	A white dog is standing on the leaves on the ground	NEUTRAL
7014	A white dog is standing on the leaves on the ground	A white dog is standing on fallen leaves	ENTAILMENT
7015	Two girls are happily playing inside a jumper house	Two girls are playing inside a jumper house	ENTAILMENT
7016	Two girls are not playing inside the jumper house	Two girls are playing inside a jumper house	CONTRADICTION
7017	Two girls are jumping inside a playing house	Two girls are playing inside a jumper house	NEUTRAL
7018	A child in clothing which is light colored is standing with his arms extended outward	A child in light colored clothing is standing with his arms extended outward	ENTAILMENT
7019	A child in light colored clothing is standing with his arms extended outward	A child in light colored clothing is lying with his arms crossed	NEUTRAL
7020	Two girls are playing inside a jumper house	A child in clothing which is light colored is standing with his arms extended outward	NEUTRAL
7021	A child in light colored clothing is lying with his arms crossed	Two girls are playing inside a jumper house	NEUTRAL
7022	A child in light colored clothing is standing with his arms extended outward	Two girls are happily playing inside a jumper house	NEUTRAL
7023	A child in light colored clothing is standing with his arms extended outward	Two girls are not playing inside the jumper house	NEUTRAL
7024	Two girls are jumping inside a playing house	A child in light colored clothing is standing with his arms extended outward	NEUTRAL
7025	Two girls are playing inside a jumper house	A child in light colored clothing is standing with his arms extended outward	NEUTRAL
7026	The boy and girl are playing on the outdoor gym	A boy and a girl are playing on the outdoor gym	ENTAILMENT
7027	The boy and girl are not playing on a playground	The boy and girl are playing on the outdoor gym	NEUTRAL
7028	Some children are playing on a playground	Some kids are playing on a playground	ENTAILMENT
7029	Some children are playing on a playground	Some children are not playing on a playground	CONTRADICTION
7030	The boy and girl are playing on the outdoor gym	Some kids are playing on a playground	NEUTRAL
7031	Some children are not playing on a playground	The boy and girl are playing on the outdoor gym	NEUTRAL
7032	A boy and a girl are playing on the outdoor gym	Some children are playing on a playground	ENTAILMENT
7033	Some children are playing on a playground	The boy and girl are not playing on a playground	NEUTRAL
7034	The boy and girl are playing on the outdoor gym	Some children are playing on a playground	NEUTRAL
7035	The motocross rider is wearing blue and black pants	Blue and black pants are being worn by the motocross rider	ENTAILMENT
7036	The motocross rider is wearing blue and black pants	The motocross rider is standing naked	NEUTRAL
7037	The rider on the blue and black motocross bike is not wearing the pants	The motocross rider is wearing blue and black pants	NEUTRAL
7038	A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	ENTAILMENT
7039	A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	CONTRADICTION
7040	The motocross rider is wearing blue and black pants	A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch	NEUTRAL
7041	The motocross rider is wearing blue and black pants	A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching	NEUTRAL
7042	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	Blue and black pants are being worn by the motocross rider	ENTAILMENT
7043	The motocross rider is standing naked	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	NEUTRAL
7044	The rider on the blue and black motocross bike is not wearing the pants	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	NEUTRAL
7045	A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching	The motocross rider is wearing blue and black pants	NEUTRAL
7046	A young Asian woman with pink gloves is standing in the snow	A woman, who is young and Asian, with gloves colored in pink, is standing in the snow	ENTAILMENT
7047	There is no young Asian woman with pink gloves standing in the snow	A young Asian woman with pink gloves is standing in the snow	CONTRADICTION
7048	A female wearing pink gloves and a brown jacket is smiling in the snow	The female wearing pink gloves and a brown jacket is smiling in the snow	ENTAILMENT
7049	A female wearing pink gloves and a brown jacket is not smiling in the snow	A female wearing pink gloves and a brown jacket is smiling in the snow	CONTRADICTION
7050	The female wearing pink gloves and a brown jacket is smiling in the snow	A young Asian woman with pink gloves is standing in the snow	NEUTRAL
7051	A young Asian woman with pink gloves is standing in the snow	A female wearing pink gloves and a brown jacket is not smiling in the snow	NEUTRAL
7052	A woman, who is young and Asian, with gloves colored in pink, is standing in the snow	A female wearing pink gloves and a brown jacket is smiling in the snow	NEUTRAL
7053	A female wearing pink gloves and a brown jacket is smiling in the snow	There is no young Asian woman with pink gloves standing in the snow	NEUTRAL
7054	A female wearing pink gloves and a brown jacket is smiling in the snow	A young Asian woman with pink gloves is standing in the snow	NEUTRAL
7055	A man is drinking orange juice and walking	A person is drinking orange juice and walking	ENTAILMENT
7056	A man is drinking orange juice and walking	A man is spilling orange juice and standing still	NEUTRAL
7057	Orange juice is being drunk by a man who is walking on a sunny day	A man is drinking orange juice and walking on a sunny day	ENTAILMENT
7058	A man is drinking orange juice and walking on a sunny day	There is no man drinking orange juice and walking on a sunny day	CONTRADICTION
7059	Orange juice is being drunk by a man who is walking on a sunny day	A man is drinking orange juice and walking	ENTAILMENT
7060	There is no man drinking orange juice and walking on a sunny day	A man is drinking orange juice and walking	CONTRADICTION
7061	A man is drinking orange juice and walking on a sunny day	A person is drinking orange juice and walking	ENTAILMENT
7062	A man is spilling orange juice and standing still	A man is drinking orange juice and walking on a sunny day	NEUTRAL
7063	A man is drinking orange juice and walking on a sunny day	A man is drinking orange juice and walking	ENTAILMENT
7064	A trick is being performed by a rollerblader on a ramp	A rollerblader is performing a trick on a ramp	ENTAILMENT
7065	The rollerblader is not performing a trick on a ramp	A rollerblader is performing a trick on a ramp	CONTRADICTION
7066	A man on inline skates is skating at a skate park	A man on inline skates is skating at a park built for skating	ENTAILMENT
7067	A man on inline skates is skating at a skate park	A man on inline skates is resting at a skate park	NEUTRAL
7068	A rollerblader is performing a trick on a ramp	A man on inline skates is skating at a park built for skating	NEUTRAL
7069	A rollerblader is performing a trick on a ramp	A man on inline skates is resting at a skate park	NEUTRAL
7070	A man on inline skates is skating at a skate park	A trick is being performed by a rollerblader on a ramp	NEUTRAL
7071	The rollerblader is not performing a trick on a ramp	A man on inline skates is skating at a skate park	NEUTRAL
7072	A rollerblader is performing a trick on a ramp	A man on inline skates is skating at a skate park	NEUTRAL
7073	A dog with a black coat is standing in shallow water	A black dog is standing in shallow water	ENTAILMENT
7074	A black dog is standing in shallow water	A black dog is standing in deep water	NEUTRAL
7075	A black dog with a red collar is amusedly putting its face in the water	A black dog with a red collar is putting its face in the water	ENTAILMENT
7076	A black dog with a red collar is putting its face in the water	There is no black dog with a red collar putting its face in the water	CONTRADICTION
7077	A black dog with a red collar is amusedly putting its face in the water	A black dog is standing in shallow water	NEUTRAL
7078	A black dog is standing in shallow water	There is no black dog with a red collar putting its face in the water	NEUTRAL
7079	A black dog with a red collar is putting its face in the water	A dog with a black coat is standing in shallow water	NEUTRAL
7080	A black dog with a red collar is putting its face in the water	A black dog is standing in deep water	NEUTRAL
7081	A black dog with a red collar is putting its face in the water	A black dog is standing in shallow water	NEUTRAL
7082	The crowd is watching a football game	A football game is being watched by the crowd	ENTAILMENT
7083	The crowd is watching a football game	The crowd is not watching a football game	CONTRADICTION
7084	The crowd is watching the football at the game	The crowd is watching a football game	ENTAILMENT
7085	A group of people playing football is running in the field	A group of football players is running in the field	ENTAILMENT
7086	A group of football players is running in the field	A group of football players is standing still in the field	NEUTRAL
7087	The crowd is watching a football game	A group of people playing football is running in the field	NEUTRAL
7088	A group of football players is standing still in the field	The crowd is watching a football game	NEUTRAL
7089	A group of football players is running in the field	A football game is being watched by the crowd	NEUTRAL
7090	The crowd is not watching a football game	A group of football players is running in the field	NEUTRAL
7091	A group of football players is running in the field	The crowd is watching the football at the game	NEUTRAL
7092	The crowd is watching a football game	A group of football players is running in the field	NEUTRAL
7093	The group of people is standing together and looking at the camera	A group of people is standing together and looking at the camera	ENTAILMENT
7094	A group of people is standing together and looking at the camera	There is no group of people standing together and looking at the camera	CONTRADICTION
7095	An oriental man and two women are in front of a camera	An oriental man and two women are facing a camera	NEUTRAL
7096	An oriental man and two women are turning their backs to the camera	An oriental man and two women are facing a camera	CONTRADICTION
7097	An oriental man and two women are in front of a camera	A group of people is standing together and looking at the camera	NEUTRAL
7098	An oriental man and two women are turning their backs to the camera	A group of people is standing together and looking at the camera	NEUTRAL
7099	An oriental man and two women are facing a camera	The group of people is standing together and looking at the camera	ENTAILMENT
7100	An oriental man and two women are facing a camera	There is no group of people standing together and looking at the camera	CONTRADICTION
7101	An oriental man and two women are facing a camera	A group of people is standing together and looking at the camera	ENTAILMENT
7102	A child is sitting in a red and yellow toy car	A child is sitting in a toy car colored in red and yellow	ENTAILMENT
7103	A child is sitting in a red and yellow toy car	There is no child sitting in a red and yellow toy car	CONTRADICTION
7104	A small girl is riding in a toy car	The small girl is riding in the toy car	ENTAILMENT
7105	A small girl is riding in a toy car	A small girl is getting out of a toy car	CONTRADICTION
7106	A small girl is riding in a toy car	A small toy girl is in a riding car	NEUTRAL
7107	A child is sitting in a red and yellow toy car	The small girl is riding in the toy car	NEUTRAL
7108	A small girl is getting out of a toy car	A child is sitting in a red and yellow toy car	NEUTRAL
7109	A small toy girl is in a riding car	A child is sitting in a red and yellow toy car	NEUTRAL
7110	A child is sitting in a toy car colored in red and yellow	A small girl is riding in a toy car	NEUTRAL
7111	A small girl is riding in a toy car	There is no child sitting in a red and yellow toy car	CONTRADICTION
7112	A child is sitting in a red and yellow toy car	A small girl is riding in a toy car	NEUTRAL
7113	A child in a red outfit is dangerously jumping on a trampoline	A child in a red outfit is jumping on a trampoline	ENTAILMENT
7114	A child in a red outfit is jumping on a trampoline	There is no child in a red outfit jumping on a trampoline	CONTRADICTION
7115	A little boy in clothes dyed in red is jumping into the air	A little boy in red clothes is jumping into the air	ENTAILMENT
7116	A little boy in red clothes is jumping onto the ground	A little boy in red clothes is jumping into the air	NEUTRAL
7117	A child in a red outfit is jumping on a trampoline	A little boy in clothes dyed in red is jumping into the air	NEUTRAL
7118	A little boy in red clothes is jumping onto the ground	A child in a red outfit is jumping on a trampoline	NEUTRAL
7119	A little boy in red clothes is jumping into the air	A child in a red outfit is dangerously jumping on a trampoline	NEUTRAL
7120	A little boy in red clothes is jumping into the air	There is no child in a red outfit jumping on a trampoline	NEUTRAL
7121	A child in a red outfit is jumping on a trampoline	A little boy in red clothes is jumping into the air	ENTAILMENT
7122	The black dog is playing with the brown dog on the sand	A black dog is playing with a brown dog on the sand	ENTAILMENT
7123	A black dog is playing with a brown dog on the sand	A black dog is attacking a brown dog on the sand	NEUTRAL
7124	A brown dog and a black dog are frolicking in the sand	A brown dog and a black dog are playing in the sand	ENTAILMENT
7125	A brown dog and a black dog are playing in the sand	There is no brown dog and black dog playing in the sand	CONTRADICTION
7126	A brown dog and a black dog are frolicking in the sand	A black dog is playing with a brown dog on the sand	ENTAILMENT
7127	A black dog is playing with a brown dog on the sand	There is no brown dog and black dog playing in the sand	CONTRADICTION
7128	A brown dog and a black dog are playing in the sand	The black dog is playing with the brown dog on the sand	ENTAILMENT
7129	A brown dog and a black dog are playing in the sand	A black dog is attacking a brown dog on the sand	NEUTRAL
7130	A brown dog and a black dog are playing in the sand	A black dog is playing with a brown dog on the sand	ENTAILMENT
7131	A woman and three men are posing motionlessly for a photo	A woman and three men are posing for a photo	ENTAILMENT
7132	A woman and three men are posing for a photo	A woman and three men are denying a photo	NEUTRAL
7133	A woman and three men are posing for a photo	A woman is posing for three men for a photo	NEUTRAL
7134	Three men and a woman are standing still for a picture	Three men and a woman are posing for a picture	ENTAILMENT
7135	Three men and a woman are running away from a picture	Three men and a woman are posing for a picture	NEUTRAL
7136	Three men and a woman are standing still for a picture	A woman and three men are posing for a photo	ENTAILMENT
7137	A woman and three men are posing for a photo	Three men and a woman are running away from a picture	CONTRADICTION
7138	A woman and three men are posing motionlessly for a photo	Three men and a woman are posing for a picture	ENTAILMENT
7139	A woman and three men are denying a photo	Three men and a woman are posing for a picture	NEUTRAL
7140	Three men and a woman are posing for a picture	A woman is posing for three men for a photo	NEUTRAL
7141	Three men and a woman are posing for a picture	A woman and three men are posing for a photo	ENTAILMENT
7142	A young boy covered in grass is jumping near a wooden fence	A young boy covered in grass is jumping near a fence made of wood	ENTAILMENT
7143	There is no young boy covered in grass jumping near a wooden fence	A young boy covered in grass is jumping near a wooden fence	CONTRADICTION
7144	A young boy is jumping and covering nearby wooden fence with grass	A young boy covered in grass is jumping near a wooden fence	NEUTRAL
7145	A wet boy is cheerfully jumping around on dirty and wet grass	A wet boy is jumping around on dirty and wet grass	ENTAILMENT
7146	A wet boy is standing still on dirty and wet grass	A wet boy is jumping around on dirty and wet grass	NEUTRAL
7147	A wet boy is cheerfully jumping around on dirty and wet grass	A young boy covered in grass is jumping near a wooden fence	NEUTRAL
7148	A wet boy is standing still on dirty and wet grass	A young boy covered in grass is jumping near a wooden fence	NEUTRAL
7149	A wet boy is jumping around on dirty and wet grass	A young boy covered in grass is jumping near a fence made of wood	NEUTRAL
7150	A wet boy is jumping around on dirty and wet grass	There is no young boy covered in grass jumping near a wooden fence	NEUTRAL
7151	A wet boy is jumping around on dirty and wet grass	A young boy is jumping and covering nearby wooden fence with grass	NEUTRAL
7152	A young boy covered in grass is jumping near a wooden fence	A wet boy is jumping around on dirty and wet grass	NEUTRAL
7153	A black dog is walking through some tall grass	The black dog is walking through the tall grass	ENTAILMENT
7154	The black dog is walking through the tall grass	The black dog is not walking through the tall grass	CONTRADICTION
7155	The black dog is sprinting through the grass	The black dog is running through the grass	ENTAILMENT
7156	The black dog is running through the grass	The black dog is not running through the grass	CONTRADICTION
7157	The black dog is sprinting through the grass	The black dog is walking through the tall grass	NEUTRAL
7158	The black dog is walking through the tall grass	The black dog is not running through the grass	ENTAILMENT
7159	A black dog is walking through some tall grass	The black dog is running through the grass	NEUTRAL
7160	The black dog is not walking through the tall grass	The black dog is running through the grass	NEUTRAL
7161	The black dog is running through the grass	The black dog is walking through the tall grass	CONTRADICTION
7162	The black dog is climbing on a rock	A rock is being climbed by the black dog	ENTAILMENT
7163	The black dog is climbing on a rock	The black dog is not climbing on a rock	CONTRADICTION
7164	A black climber is rocking a dog	The black dog is climbing on a rock	NEUTRAL
7165	A dog is standing with its two front paws on a rock in a field	The dog is standing with its two front paws on a rock in the field	ENTAILMENT
7166	A dog is standing with its two front paws on a rock in a field	There is no dog standing with its two front paws on a rock in the field	CONTRADICTION
7167	The black dog is climbing on a rock	The dog is standing with its two front paws on a rock in the field	NEUTRAL
7168	The black dog is climbing on a rock	There is no dog standing with its two front paws on a rock in the field	NEUTRAL
7169	A dog is standing with its two front paws on a rock in a field	A rock is being climbed by the black dog	NEUTRAL
7170	A dog is standing with its two front paws on a rock in a field	The black dog is not climbing on a rock	NEUTRAL
7171	A dog is standing with its two front paws on a rock in a field	A black climber is rocking a dog	NEUTRAL
7172	A dog is standing with its two front paws on a rock in a field	The black dog is climbing on a rock	NEUTRAL
7173	A young child with hair of black color is taking a picture with a camera	A young child with black hair is taking a picture with a camera	ENTAILMENT
7174	A young child with black hair is deleting a picture from the camera	A young child with black hair is taking a picture with a camera	NEUTRAL
7175	A child is holding a camera in front of his face	A camera is being held in front of the face of a child	ENTAILMENT
7176	A child is holding a camera in front of his face	There is no child holding a camera in front of his face	CONTRADICTION
7177	A young child with black hair is taking a picture with a camera	A camera is being held in front of the face of a child	NEUTRAL
7178	A young child with black hair is taking a picture with a camera	There is no child holding a camera in front of his face	NEUTRAL
7179	A child is holding a camera in front of his face	A young child with hair of black color is taking a picture with a camera	NEUTRAL
7180	A child is holding a camera in front of his face	A young child with black hair is deleting a picture from the camera	NEUTRAL
7181	A child is holding a camera in front of his face	A young child with black hair is taking a picture with a camera	NEUTRAL
7182	Two little boys are wearing tuxedos	Two little kids are wearing tuxedos	ENTAILMENT
7183	Two little boys are not wearing tuxedos	Two little boys are wearing tuxedos	CONTRADICTION
7184	Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor	Two small boys dressed in tuxedos are sitting on a red carpeted floor	ENTAILMENT
7185	Two small boys dressed in tuxedos are sitting on a red carpeted floor	Two small boys dressed in tuxedos are standing on a red carpeted floor	NEUTRAL
7186	Two small boys dressed in tuxedos are sitting on a red carpeted floor	Some boys being dressed with a carpet are sitting on two red tuxedos 	NEUTRAL
7187	Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor	Two little boys are wearing tuxedos	ENTAILMENT
7188	Two small boys dressed in tuxedos are standing on a red carpeted floor	Two little boys are wearing tuxedos	ENTAILMENT
7189	Some boys being dressed with a carpet are sitting on two red tuxedos 	Two little boys are wearing tuxedos	NEUTRAL
7190	Two small boys dressed in tuxedos are sitting on a red carpeted floor	Two little kids are wearing tuxedos	ENTAILMENT
7191	Two small boys dressed in tuxedos are sitting on a red carpeted floor	Two little boys are not wearing tuxedos	CONTRADICTION
7192	Two small boys dressed in tuxedos are sitting on a red carpeted floor	Two little boys are wearing tuxedos	ENTAILMENT
7193	A man is standing tiredly next to a bus	A man is standing next to a bus	ENTAILMENT
7194	There is no man standing next to a bus	A man is standing next to a bus	CONTRADICTION
7195	The man is standing on the sidewalk	A man is standing on a sidewalk	ENTAILMENT
7196	A man is standing on a sidewalk	A man is sitting on a sidewalk	NEUTRAL
7197	A man is standing next to a bus	The man is standing on the sidewalk	NEUTRAL
7198	A man is sitting on a sidewalk	A man is standing next to a bus	NEUTRAL
7199	A man is standing on a sidewalk	A man is standing tiredly next to a bus	NEUTRAL
7200	A man is standing on a sidewalk	There is no man standing next to a bus	NEUTRAL
7201	A man is standing next to a bus	A man is standing on a sidewalk	NEUTRAL
7202	A dog with a blanket dyed in blue is running through the grass	A dog with a blue blanket is running through the grass	ENTAILMENT
7203	A dog with a blue blanket is running through the grass	There is no dog with a blue blanket running through the grass	CONTRADICTION
7204	A dog with a muzzle and a blue jacket is running around the court	A dog with a muzzle and a blue jacket is running around the yard	NEUTRAL
7205	A dog with a muzzle and a blue jacket is resting in the yard	A dog with a muzzle and a blue jacket is running around the yard	NEUTRAL
7206	A dog with a muzzle and a blue jacket is running around the yard	A dog with a blue muzzle is running around the yard with a jacket	NEUTRAL
7207	A dog with a blue blanket is running through the grass	A dog with a muzzle and a blue jacket is running around the court	NEUTRAL
7208	A dog with a blue blanket is running through the grass	A dog with a muzzle and a blue jacket is resting in the yard	NEUTRAL
7209	A dog with a blue blanket is running through the grass	A dog with a blue muzzle is running around the yard with a jacket	NEUTRAL
7210	A dog with a blanket dyed in blue is running through the grass	A dog with a muzzle and a blue jacket is running around the yard	NEUTRAL
7211	A dog with a muzzle and a blue jacket is running around the yard	There is no dog with a blue blanket running through the grass	NEUTRAL
7212	A dog with a muzzle and a blue jacket is running around the yard	A dog with a blue blanket is running through the grass	ENTAILMENT
7213	A brown dog is running breathlessly across the yard with a toy in its mouth	A brown dog is running across the yard with a toy in its mouth	ENTAILMENT
7214	A brown dog is running across the yard with a toy in its mouth	There is no brown dog running across the yard with a toy in its mouth	CONTRADICTION
7215	A colored toy is being carried by a brown dog in the grass	A brown dog is carrying a colored toy in the grass	ENTAILMENT
7216	A brown dog is carrying a colored toy in the grass	A brown dog is dropping a colored toy from its mouth	NEUTRAL
7217	A colored toy is being carried by a brown dog in the grass	A brown dog is running across the yard with a toy in its mouth	NEUTRAL
7218	A brown dog is running across the yard with a toy in its mouth	A brown dog is dropping a colored toy from its mouth	NEUTRAL
7219	A brown dog is running breathlessly across the yard with a toy in its mouth	A brown dog is carrying a colored toy in the grass	NEUTRAL
7220	There is no brown dog running across the yard with a toy in its mouth	A brown dog is carrying a colored toy in the grass	NEUTRAL
7221	A brown dog is running across the yard with a toy in its mouth	A brown dog is carrying a colored toy in the grass	NEUTRAL
7222	The person with the green shirt is jumping high over the grass	A person with a green shirt is jumping high over the grass	ENTAILMENT
7223	A person with a green shirt is jumping onto the grass	A person with a green shirt is jumping high over the grass	NEUTRAL
7224	A person with a green shirt is jumping high over the grass	A person without shirt is jumping high over the green grass	CONTRADICTION
7225	A young boy is jumping in the air with his knees bent and arms spread	A boy, who is young, is jumping in the air with his knees bent and arms spread	ENTAILMENT
7226	A young boy is jumping in the air with his knees bent and arms spread	There is no young boy jumping in the air with his knees bent and arms spread	CONTRADICTION
7227	A boy, who is young, is jumping in the air with his knees bent and arms spread	A person with a green shirt is jumping high over the grass	NEUTRAL
7228	There is no young boy jumping in the air with his knees bent and arms spread	A person with a green shirt is jumping high over the grass	NEUTRAL
7229	The person with the green shirt is jumping high over the grass	A young boy is jumping in the air with his knees bent and arms spread	NEUTRAL
7230	A person with a green shirt is jumping onto the grass	A young boy is jumping in the air with his knees bent and arms spread	NEUTRAL
7231	A person without shirt is jumping high over the green grass	A young boy is jumping in the air with his knees bent and arms spread	NEUTRAL
7232	A person with a green shirt is jumping high over the grass	A young boy is jumping in the air with his knees bent and arms spread	NEUTRAL
7233	A ball is being caught by a dog in mid air	A dog is catching a ball in mid air	ENTAILMENT
7234	A dog is missing the ball in mid air	A dog is catching a ball in mid air	CONTRADICTION
7235	A dog is catching a ball in mid air	A dog is caught mid air with a ball	NEUTRAL
7236	A brown and white dog is leaping in the air with a tennis ball in its mouth	A brown and white dog is jumping in the air with a tennis ball in its mouth	ENTAILMENT
7237	A brown and white dog is jumping in the air with a tennis ball in its mouth	A brown and white dog is resting on the ground with a tennis ball in its mouth	CONTRADICTION
7238	A dog is catching a ball in mid air	A brown and white dog is leaping in the air with a tennis ball in its mouth	NEUTRAL
7239	A dog is catching a ball in mid air	A brown and white dog is resting on the ground with a tennis ball in its mouth	NEUTRAL
7240	A brown and white dog is jumping in the air with a tennis ball in its mouth	A ball is being caught by a dog in mid air	NEUTRAL
7241	A brown and white dog is jumping in the air with a tennis ball in its mouth	A dog is missing the ball in mid air	NEUTRAL
7242	A brown and white dog is jumping in the air with a tennis ball in its mouth	A dog is caught mid air with a ball	ENTAILMENT
7243	A brown and white dog is jumping in the air with a tennis ball in its mouth	A dog is catching a ball in mid air	NEUTRAL
7244	A woman in a shirt dyed in black is sitting next to a fluorescent green bag	A woman in a black shirt is sitting next to a fluorescent green bag	ENTAILMENT
7245	A woman in a black shirt is sitting next to a fluorescent green bag	A woman in a black shirt is standing next to a fluorescent green bag	NEUTRAL
7246	A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	ENTAILMENT
7247	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	A woman is silent and is leaving a purse and a yellow bag on the near ledge	NEUTRAL
7248	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag	NEUTRAL
7249	A woman in a black shirt is sitting next to a fluorescent green bag	A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge	NEUTRAL
7250	A woman in a black shirt is sitting next to a fluorescent green bag	A woman is silent and is leaving a purse and a yellow bag on the near ledge	NEUTRAL
7251	A woman in a black shirt is sitting next to a fluorescent green bag	A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag	NEUTRAL
7252	A woman in a shirt dyed in black is sitting next to a fluorescent green bag	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	NEUTRAL
7253	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	A woman in a black shirt is standing next to a fluorescent green bag	NEUTRAL
7254	A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge	A woman in a black shirt is sitting next to a fluorescent green bag	NEUTRAL
7255	One man is doing a wheelie on the mountain bike	The man is doing a wheelie on a mountain bike	ENTAILMENT
7256	The man is doing a wheelie on a mountain bike	The man is not doing a wheelie on a mountain bike	CONTRADICTION
7257	A man on a bicycle is riding on one wheel only	A person on a bike is riding on one wheel only	ENTAILMENT
7258	A man on a bicycle is riding on one wheel only	There is no man on a bicycle riding on one wheel only	CONTRADICTION
7259	A man is riding on a bicycle with one wheel only	A man on a bicycle is riding on one wheel only	ENTAILMENT
7260	The man is doing a wheelie on a mountain bike	A person on a bike is riding on one wheel only	ENTAILMENT
7261	The man is doing a wheelie on a mountain bike	There is no man on a bicycle riding on one wheel only	CONTRADICTION
7262	The man is doing a wheelie on a mountain bike	A man is riding on a bicycle with one wheel only	NEUTRAL
7263	One man is doing a wheelie on the mountain bike	A man on a bicycle is riding on one wheel only	ENTAILMENT
7264	The man is not doing a wheelie on a mountain bike	A man on a bicycle is riding on one wheel only	NEUTRAL
7265	The man is doing a wheelie on a mountain bike	A man on a bicycle is riding on one wheel only	ENTAILMENT
7266	A duck with brown feathers and a green head is flapping its wings in the water	A brown duck with a green head is flapping its wings in the water	ENTAILMENT
7267	There is no brown duck with a green head flapping its wings in the water	A brown duck with a green head is flapping its wings in the water	CONTRADICTION
7268	A bird is fiercely flapping its wings on the water	A bird is flapping its wings on the water	ENTAILMENT
7269	A bird is resting its wings in the water	A bird is flapping its wings on the water	NEUTRAL
7270	A bird is fiercely flapping its wings on the water	A brown duck with a green head is flapping its wings in the water	NEUTRAL
7271	A bird is resting its wings in the water	A brown duck with a green head is flapping its wings in the water	NEUTRAL
7272	A duck with brown feathers and a green head is flapping its wings in the water	A bird is flapping its wings on the water	ENTAILMENT
7273	There is no brown duck with a green head flapping its wings in the water	A bird is flapping its wings on the water	NEUTRAL
7274	A brown duck with a green head is flapping its wings in the water	A bird is flapping its wings on the water	ENTAILMENT
7275	The dog with the brown coat is playing outdoors	The brown dog is playing outdoors	ENTAILMENT
7276	The brown dog is not playing outdoors	The brown dog is playing outdoors	CONTRADICTION
7277	A furry brown dog is running through the grassy area	The furry brown dog is running through the grassy area	ENTAILMENT
7278	The furry brown dog is running through the grassy area	The furry brown dog is not running through the grassy area	CONTRADICTION
7279	A furry brown dog is running through the grassy area	The brown dog is playing outdoors	ENTAILMENT
7280	The furry brown dog is not running through the grassy area	The brown dog is playing outdoors	NEUTRAL
7281	The dog with the brown coat is playing outdoors	The furry brown dog is running through the grassy area	NEUTRAL
7282	The brown dog is not playing outdoors	The furry brown dog is running through the grassy area	NEUTRAL
7283	The brown dog is playing outdoors	The furry brown dog is running through the grassy area	NEUTRAL
7284	A woman in a fur hat and fur coat is standing outside a building	A lady in a fur hat and fur coat is standing outside a building	ENTAILMENT
7285	A woman in a fur hat and fur coat is sitting outside a building	A woman in a fur hat and fur coat is standing outside a building	CONTRADICTION
